amount,hour_of_day,mcc,country,velocity_5m,velocity_1h,velocity_24h,user_30d_avg,amount_to_avg_ratio,is_foreign,is_night,is_high_risk_mcc,is_fraud
57.86,9,5814,US,0,1,5,139.09,0.42,0,0,0,0
23.14,12,5812,US,1,1,3,85.26,0.27,0,0,0,0
74.15,22,4121,US,1,2,5,74.31,1.0,0,0,0,0
45.79,18,5814,US,0,0,1,108.4,0.42,0,0,0,0
880.61,3,7995,US,6,18,20,50.19,17.55,0,1,1,1
72.76,14,5311,FR,0,0,4,69.76,1.04,1,0,0,0
174.56,10,5814,US,0,1,1,118.97,1.47,0,0,0,0
33.48,15,5732,US,1,2,3,115.89,0.29,0,0,1,0
130.51,11,5311,US,1,2,4,99.74,1.31,0,0,0,0
6.98,12,5411,US,0,1,4,82.41,0.08,0,0,0,0
39.13,14,5311,US,0,0,3,61.43,0.64,0,0,0,0
139.66,13,5311,US,0,0,2,59.85,2.33,0,0,0,0
89.53,12,5912,DE,0,0,3,56.97,1.57,1,0,0,0
18.98,12,5411,US,0,0,2,116.07,0.16,0,0,0,0
23.83,18,5912,US,0,2,7,88.76,0.27,0,0,0,0
50.37,17,5732,US,0,0,1,142.46,0.35,0,0,1,0
32.09,16,5311,US,1,1,7,144.37,0.22,0,0,0,0
72.06,16,5912,US,3,3,6,95.14,0.76,0,0,0,0
19.22,19,5812,US,0,2,6,106.62,0.18,0,0,0,0
72.92,19,5732,GB,0,1,6,71.47,1.02,1,0,1,0
166.55,8,5912,US,0,3,4,134.82,1.24,0,0,0,0
65.45,19,4121,US,0,0,3,50.55,1.29,0,0,0,0
48.97,9,5814,US,0,0,2,124.61,0.39,0,0,0,0
12.56,10,5541,CA,0,1,2,101.7,0.12,1,0,0,0
13.67,12,5411,US,0,0,2,59.25,0.23,0,0,0,0
33.89,11,5812,US,0,3,5,113.89,0.3,0,0,0,0
49.45,15,5912,US,0,1,5,68.18,0.73,0,0,0,0
67.0,10,5311,US,0,2,9,87.06,0.77,0,0,0,0
35.99,22,4121,JP,0,1,2,100.42,0.36,1,0,0,0
57.76,11,5912,US,0,2,4,79.53,0.73,0,0,0,0
44.24,12,4121,US,0,0,2,122.47,0.36,0,0,0,0
193.0,12,5814,US,1,3,8,138.2,1.4,0,0,0,0
31.0,20,5732,GB,1,2,3,61.74,0.5,1,0,1,0
40.9,13,5411,US,0,0,1,123.39,0.33,0,0,0,0
39.23,17,5732,US,1,1,1,55.04,0.71,0,0,1,0
41.09,9,5812,GB,0,1,4,94.72,0.43,1,0,0,0
19.77,8,5912,US,0,2,4,82.6,0.24,0,0,0,0
2.73,19,5311,NG,6,17,28,59.87,0.05,1,0,0,1
42.77,15,5732,US,0,1,5,70.38,0.61,0,0,1,0
39.63,9,5541,US,0,0,1,127.23,0.31,0,0,0,0
127.11,15,5411,US,0,1,3,75.94,1.67,0,0,0,0
25.13,10,5311,US,1,6,9,144.22,0.17,0,0,0,0
82.22,17,5311,US,0,0,3,64.76,1.27,0,0,0,0
73.68,18,5311,JP,0,1,4,105.53,0.7,1,0,0,0
14.15,10,5912,US,0,1,3,103.76,0.14,0,0,0,0
3133.59,3,5732,UA,2,4,5,96.18,32.58,1,1,1,1
20.54,16,5912,US,0,0,4,89.65,0.23,0,0,0,0
83.93,10,5541,US,0,0,3,131.58,0.64,0,0,0,0
37.77,17,5814,US,0,0,0,104.53,0.36,0,0,0,0
209.95,15,4121,US,1,2,4,61.26,3.43,0,0,0,0
48.12,19,5732,US,0,0,1,77.24,0.62,0,0,1,0
19.58,19,5812,US,0,0,2,71.52,0.27,0,0,0,0
26.18,19,4121,US,0,0,4,81.92,0.32,0,0,0,0
19.07,10,5311,US,0,0,1,62.97,0.3,0,0,0,0
64.41,15,5541,US,0,0,3,89.04,0.72,0,0,0,0
114.84,12,4121,US,0,0,3,134.89,0.85,0,0,0,0
86.69,11,5311,US,0,1,3,127.22,0.68,0,0,0,0
50.24,20,5311,DE,1,1,3,128.99,0.39,1,0,0,0
29.65,20,5812,US,1,1,3,141.93,0.21,0,0,0,0
19.01,16,5541,JP,0,1,5,75.64,0.25,1,0,0,0
83.98,13,5814,US,1,2,3,89.0,0.94,0,0,0,0
6.33,13,5814,US,0,1,2,112.5,0.06,0,0,0,0
8.88,15,5732,US,0,3,5,58.62,0.15,0,0,1,0
25.05,15,5541,US,0,1,3,79.92,0.31,0,0,0,0
14.18,14,5311,US,1,1,6,93.86,0.15,0,0,0,0
10.88,8,5812,US,0,1,4,92.23,0.12,0,0,0,0
20.56,14,5732,US,0,1,2,76.69,0.27,0,0,1,0
1.03,21,5311,UA,7,13,43,82.97,0.01,1,0,0,1
15.52,19,5812,US,0,0,2,140.65,0.11,0,0,0,0
402.91,20,7995,RO,6,24,39,70.3,5.73,1,0,1,1
53.75,16,5411,US,1,3,9,58.66,0.92,0,0,0,0
48.49,13,5912,US,0,1,3,113.83,0.43,0,0,0,0
28.49,12,5411,US,0,0,2,51.23,0.56,0,0,0,0
188.41,17,5311,US,0,1,2,70.01,2.69,0,0,0,0
107.94,18,5912,US,0,0,2,135.94,0.79,0,0,0,0
15.2,13,5541,US,0,0,2,53.55,0.28,0,0,0,0
42.35,14,5541,DE,0,1,4,119.69,0.35,1,0,0,0
16.71,10,5541,US,1,2,4,120.06,0.14,0,0,0,0
18.82,11,5411,US,0,0,3,108.24,0.17,0,0,0,0
917.55,2,5732,US,7,16,16,96.7,9.49,0,1,1,1
39.59,12,5814,US,0,0,3,141.23,0.28,0,0,0,0
425.5,18,5311,US,0,0,3,105.58,4.03,0,0,0,0
83.76,19,5814,US,1,1,2,80.77,1.04,0,0,0,0
9040.75,0,5732,US,3,6,8,43.45,208.07,0,1,1,1
46.65,6,5814,US,0,1,3,133.9,0.35,0,0,0,0
22.96,12,5812,US,0,0,3,97.87,0.23,0,0,0,0
63.81,16,5814,US,0,1,4,55.97,1.14,0,0,0,0
149.08,18,4121,US,0,0,1,62.78,2.37,0,0,0,0
322.43,14,4121,US,0,1,5,66.91,4.82,0,0,0,0
39.51,18,5814,US,0,2,11,145.49,0.27,0,0,0,0
38.97,6,4121,US,1,1,6,68.26,0.57,0,0,0,0
42.72,15,5732,US,0,2,5,112.43,0.38,0,0,1,0
88.14,15,5411,US,0,0,2,67.31,1.31,0,0,0,0
28.89,14,5541,US,0,0,2,90.16,0.32,0,0,0,0
31.12,6,5411,US,1,2,6,144.73,0.22,0,0,0,0
49.09,12,5814,US,0,0,2,105.47,0.47,0,0,0,0
28.71,12,5912,US,1,1,5,61.04,0.47,0,0,0,0
80.8,15,5311,US,0,1,3,149.07,0.54,0,0,0,0
30.24,11,5311,US,1,1,3,109.92,0.28,0,0,0,0
96.84,12,5732,US,0,0,3,52.92,1.83,0,0,1,0
72.87,15,5541,US,0,0,1,94.61,0.77,0,0,0,0
40.24,13,5732,US,1,1,4,97.18,0.41,0,0,1,0
25.61,21,5311,US,1,1,3,129.1,0.2,0,0,0,0
13.25,20,5812,US,0,1,3,111.92,0.12,0,0,0,0
104.71,19,5912,US,1,1,1,78.42,1.34,0,0,0,0
67.79,13,5912,US,0,0,5,87.06,0.78,0,0,0,0
130.04,10,5541,US,1,3,7,52.2,2.49,0,0,0,0
22.61,9,5541,US,0,0,2,90.14,0.25,0,0,0,0
8488.67,4,6051,RO,1,2,4,84.81,100.09,1,1,1,1
459.75,22,5732,US,9,11,28,68.89,6.67,0,0,1,1
71.34,13,5812,US,0,0,2,60.86,1.17,0,0,0,0
100.78,15,5812,US,0,1,4,62.7,1.61,0,0,0,0
78.53,12,5812,US,0,1,5,107.57,0.73,0,0,0,0
52.67,16,5814,US,0,1,3,142.46,0.37,0,0,0,0
49.41,23,5814,US,0,0,3,148.2,0.33,0,0,0,0
82.62,15,5541,US,0,0,4,87.07,0.95,0,0,0,0
17.34,10,5732,US,0,0,2,116.07,0.15,0,0,1,0
14.21,8,5311,US,1,2,6,116.25,0.12,0,0,0,0
67.75,16,5411,US,0,1,3,97.35,0.7,0,0,0,0
25.69,17,5732,US,0,2,6,117.02,0.22,0,0,1,0
22.13,13,5814,US,0,1,2,105.72,0.21,0,0,0,0
159.62,17,4121,US,0,1,3,52.99,3.01,0,0,0,0
132.62,14,4121,US,0,0,4,69.81,1.9,0,0,0,0
33.33,6,5812,US,0,0,5,134.86,0.25,0,0,0,0
22.57,15,5812,US,0,1,3,143.31,0.16,0,0,0,0
66.67,18,5814,US,2,4,5,116.08,0.57,0,0,0,0
21.03,19,5812,US,0,2,7,68.75,0.31,0,0,0,0
32.34,10,5411,US,0,1,2,122.19,0.26,0,0,0,0
62.65,13,4121,US,0,0,6,118.3,0.53,0,0,0,0
41.52,22,5311,US,0,0,2,139.77,0.3,0,0,0,0
1.04,7,5311,US,6,20,25,67.46,0.02,0,0,0,1
57.48,17,5812,US,0,1,4,55.87,1.03,0,0,0,0
38.75,13,5912,US,1,2,5,56.73,0.68,0,0,0,0
32.46,14,5814,US,0,1,4,119.63,0.27,0,0,0,0
39.22,12,5311,US,0,2,3,59.14,0.66,0,0,0,0
108.76,14,5814,US,1,1,2,89.99,1.21,0,0,0,0
158.81,20,5411,US,1,2,3,91.13,1.74,0,0,0,0
205.19,13,5732,US,1,1,2,146.2,1.4,0,0,1,0
37.89,15,5411,US,1,3,5,115.25,0.33,0,0,0,0
23.24,13,5732,US,0,0,1,110.46,0.21,0,0,1,0
85.93,14,5812,US,1,2,4,58.59,1.47,0,0,0,0
69.76,11,5411,US,0,2,3,134.83,0.52,0,0,0,0
50.25,19,5912,FR,1,2,6,81.77,0.61,1,0,0,0
33.63,13,5812,US,0,1,3,113.27,0.3,0,0,0,0
34.26,15,5732,US,0,1,1,131.61,0.26,0,0,1,0
33.29,17,5912,US,0,0,4,129.94,0.26,0,0,0,0
7597.28,0,6051,US,2,6,8,47.95,158.44,0,1,1,1
7.51,15,5912,JP,0,0,1,121.33,0.06,1,0,0,0
248.9,12,4121,US,0,0,3,60.18,4.14,0,0,0,0
8.26,18,5311,US,0,1,4,91.27,0.09,0,0,0,0
36.98,13,5541,US,1,1,4,93.74,0.39,0,0,0,0
45.21,22,5912,US,1,1,1,137.91,0.33,0,0,0,0
11.68,13,5814,US,0,2,5,113.63,0.1,0,0,0,0
89.67,21,5912,US,0,0,1,133.53,0.67,0,0,0,0
46.59,15,5812,US,1,1,5,81.75,0.57,0,0,0,0
22.82,18,5411,US,0,0,4,137.17,0.17,0,0,0,0
455.94,23,5541,US,1,1,3,82.1,5.55,0,0,0,0
37.72,18,5541,US,0,1,5,121.14,0.31,0,0,0,0
67.84,16,5912,US,1,1,2,122.65,0.55,0,0,0,0
50.09,16,4121,US,1,1,5,58.42,0.86,0,0,0,0
31.08,17,5732,US,0,0,0,107.22,0.29,0,0,1,0
18.17,13,5411,US,0,0,5,81.48,0.22,0,0,0,0
109.51,18,5311,US,1,2,4,103.33,1.06,0,0,0,0
76.71,12,5812,US,0,0,1,147.82,0.52,0,0,0,0
112.32,15,5912,US,0,1,3,102.34,1.1,0,0,0,0
42.62,20,5812,US,0,3,4,133.85,0.32,0,0,0,0
23.96,9,5812,US,0,1,7,114.6,0.21,0,0,0,0
39.87,15,5912,US,0,0,3,99.81,0.4,0,0,0,0
844.95,11,5944,RO,10,21,30,90.42,9.34,1,0,1,1
3.32,5,5311,UA,15,29,18,90.0,0.04,1,1,0,1
50.7,13,4121,US,0,0,5,139.71,0.36,0,0,0,0
22.13,12,5732,US,0,0,1,84.98,0.26,0,0,1,0
21.28,11,4121,US,0,2,5,64.95,0.33,0,0,0,0
53.21,10,5541,US,0,1,2,125.88,0.42,0,0,0,0
14.76,23,5541,US,0,1,4,54.1,0.27,0,0,0,0
52.98,18,5812,GB,0,0,3,81.91,0.65,1,0,0,0
76.28,14,4121,US,0,1,5,84.51,0.9,0,0,0,0
66.15,16,4121,US,0,0,2,123.77,0.53,0,0,0,0
35.88,14,5732,US,0,1,1,82.21,0.44,0,0,1,0
33.02,10,4121,US,0,0,3,98.8,0.33,0,0,0,0
76.27,18,5732,GB,0,1,7,123.14,0.62,1,0,1,0
13.63,14,5814,US,0,1,1,116.42,0.12,0,0,0,0
155.45,8,5732,US,1,2,6,116.54,1.33,0,0,1,0
443.69,12,5732,US,0,0,1,102.68,4.32,0,0,1,0
13.44,17,5411,US,0,2,8,148.86,0.09,0,0,0,0
59.71,15,5311,US,1,3,4,95.33,0.63,0,0,0,0
34.35,7,5311,US,0,0,2,119.35,0.29,0,0,0,0
78.24,6,5912,US,0,1,6,73.43,1.07,0,0,0,0
193.21,16,5912,US,1,1,3,63.52,3.04,0,0,0,0
15.94,11,5541,US,0,1,4,124.5,0.13,0,0,0,0
59.61,22,5541,FR,0,0,3,97.04,0.61,1,0,0,0
2414.57,10,5944,CN,1,6,9,84.23,28.67,1,0,1,1
48.47,17,5411,US,0,0,2,87.26,0.56,0,0,0,0
13.47,16,5732,US,1,2,4,132.82,0.1,0,0,1,0
13.33,14,5411,US,0,1,5,77.03,0.17,0,0,0,0
70.76,15,5411,US,0,1,3,135.25,0.52,0,0,0,0
13.78,15,5814,US,0,0,4,92.92,0.15,0,0,0,0
118.82,17,4121,US,1,2,3,103.22,1.15,0,0,0,0
273.5,12,5814,US,0,0,5,97.51,2.8,0,0,0,0
117.05,12,5311,US,0,2,7,117.06,1.0,0,0,0,0
53.99,9,5912,US,0,0,1,87.86,0.61,0,0,0,0
23.66,15,5912,US,0,2,5,80.94,0.29,0,0,0,0
55.1,16,5732,US,0,0,1,79.51,0.69,0,0,1,0
20.11,15,4121,US,0,1,2,50.6,0.4,0,0,0,0
22.17,9,5411,US,0,0,1,149.19,0.15,0,0,0,0
30.55,12,5411,US,0,0,0,118.01,0.26,0,0,0,0
98.98,18,5541,US,0,2,6,89.09,1.11,0,0,0,0
29.06,10,5311,US,0,0,5,96.44,0.3,0,0,0,0
8.05,13,5912,US,0,0,3,54.63,0.15,0,0,0,0
49.27,13,5311,US,1,1,4,104.37,0.47,0,0,0,0
146.98,12,5814,US,0,1,3,120.99,1.21,0,0,0,0
13.63,11,5411,US,0,0,1,84.79,0.16,0,0,0,0
27.27,19,5732,US,0,0,1,68.05,0.4,0,0,1,0
58.85,11,5814,US,0,0,5,105.04,0.56,0,0,0,0
2.5,8,5411,US,0,1,2,87.3,0.03,0,0,0,0
149.59,5,5814,US,0,0,7,97.56,1.53,0,1,0,0
11.99,15,5732,US,0,0,2,122.83,0.1,0,0,1,0
59.86,13,5411,US,0,1,4,112.29,0.53,0,0,0,0
10.48,18,5311,US,0,0,3,52.59,0.2,0,0,0,0
38.6,8,5311,US,0,1,4,96.13,0.4,0,0,0,0
40.68,16,5814,US,0,0,2,110.16,0.37,0,0,0,0
40.26,12,5311,US,0,1,4,131.81,0.31,0,0,0,0
69.69,17,5541,US,0,1,4,69.03,1.01,0,0,0,0
95.01,18,5812,US,0,0,1,108.63,0.87,0,0,0,0
19.57,11,5912,US,1,1,3,94.35,0.21,0,0,0,0
46.8,13,5912,US,0,0,2,98.41,0.48,0,0,0,0
77.47,13,5912,US,0,0,1,135.86,0.57,0,0,0,0
22.54,15,5541,US,0,2,4,123.35,0.18,0,0,0,0
419.91,9,4121,US,0,1,2,116.99,3.59,0,0,0,0
33.38,14,5814,US,0,1,2,74.36,0.45,0,0,0,0
15.71,12,4121,US,0,1,3,139.07,0.11,0,0,0,0
202.71,11,5732,US,0,3,9,149.27,1.36,0,0,1,0
55.38,15,5411,US,0,2,5,145.87,0.38,0,0,0,0
37.52,1,5732,US,1,2,6,98.86,0.38,0,1,1,0
126.02,9,5541,US,0,1,7,131.63,0.96,0,0,0,0
34.92,14,5814,US,0,1,1,55.19,0.63,0,0,0,0
58.19,8,4121,US,1,2,5,116.18,0.5,0,0,0,0
27.66,10,5732,US,0,0,1,143.66,0.19,0,0,1,0
120.69,13,5311,US,0,0,1,146.54,0.82,0,0,0,0
3339.12,2,5732,NG,1,5,7,93.34,35.77,1,1,1,1
10.07,6,4121,US,0,0,3,136.21,0.07,0,0,0,0
66.24,20,5912,US,1,2,3,121.6,0.54,0,0,0,0
19.58,10,5814,US,0,2,4,106.81,0.18,0,0,0,0
35.3,14,5732,US,0,2,3,64.46,0.55,0,0,1,0
8.82,9,4121,US,0,0,2,114.22,0.08,0,0,0,0
96.98,7,4121,US,0,1,1,90.27,1.07,0,0,0,0
66.03,13,5732,US,0,1,4,84.59,0.78,0,0,1,0
684.8,20,7995,NG,3,8,9,73.98,9.26,1,0,1,1
13.54,8,5912,US,0,1,2,123.64,0.11,0,0,0,0
51.9,17,5814,US,0,1,3,138.93,0.37,0,0,0,0
283.88,10,5812,US,0,0,0,59.25,4.79,0,0,0,0
76.72,11,5541,US,0,1,3,140.82,0.54,0,0,0,0
61.63,15,5411,US,0,0,2,108.08,0.57,0,0,0,0
49.82,16,5311,US,0,0,1,122.57,0.41,0,0,0,0
3.25,0,5311,NG,8,29,17,54.82,0.06,1,1,0,1
15.87,8,5912,US,0,0,4,98.38,0.16,0,0,0,0
31.27,18,5732,US,0,1,1,139.82,0.22,0,0,1,0
92.77,17,5732,US,0,1,4,54.92,1.69,0,0,1,0
95.41,22,5541,US,0,0,3,77.75,1.23,0,0,0,0
28.23,10,5912,US,0,1,3,60.54,0.47,0,0,0,0
47.05,16,5912,US,0,1,6,105.84,0.44,0,0,0,0
74.95,17,5812,US,0,2,4,80.11,0.94,0,0,0,0
71.34,12,5812,US,0,0,4,87.72,0.81,0,0,0,0
91.48,14,5411,US,0,1,3,87.77,1.04,0,0,0,0
27.56,16,5541,US,0,1,3,115.83,0.24,0,0,0,0
50.64,14,5311,US,0,2,5,132.08,0.38,0,0,0,0
92.29,14,5912,US,0,0,0,79.67,1.16,0,0,0,0
112.09,10,5814,US,1,1,3,74.23,1.51,0,0,0,0
99.76,14,5311,US,0,0,2,77.9,1.28,0,0,0,0
29.8,4,5812,US,0,1,3,144.27,0.21,0,1,0,0
22.95,13,5411,US,1,1,3,92.04,0.25,0,0,0,0
20.79,13,4121,US,0,0,3,84.5,0.25,0,0,0,0
22.96,15,5812,US,0,1,3,53.36,0.43,0,0,0,0
26.34,16,5732,US,0,1,4,93.38,0.28,0,0,1,0
20.84,17,4121,US,0,0,2,63.6,0.33,0,0,0,0
15.89,18,5732,US,1,2,7,56.78,0.28,0,0,1,0
28.69,21,5732,US,0,1,2,135.27,0.21,0,0,1,0
136.84,19,5411,US,0,0,0,126.3,1.08,0,0,0,0
58.5,15,5541,US,0,2,4,122.2,0.48,0,0,0,0
129.64,14,5311,US,0,1,2,143.43,0.9,0,0,0,0
0.58,10,5311,NG,8,27,31,69.84,0.01,1,0,0,1
5.38,16,5411,US,1,4,5,149.73,0.04,0,0,0,0
144.33,10,4121,US,0,0,4,51.84,2.78,0,0,0,0
37.35,16,5912,US,1,1,2,111.08,0.34,0,0,0,0
86.69,18,5732,US,1,1,2,98.07,0.88,0,0,1,0
158.1,13,4121,US,0,1,2,112.62,1.4,0,0,0,0
8669.3,2,6051,US,3,3,8,88.76,97.67,0,1,1,1
290.78,13,5311,US,0,1,2,125.19,2.32,0,0,0,0
35.35,19,5541,US,0,0,1,79.96,0.44,0,0,0,0
12.72,12,4121,US,0,1,5,146.55,0.09,0,0,0,0
21.16,2,5732,US,1,2,4,116.84,0.18,0,1,1,0
17.27,14,5541,US,0,0,0,92.25,0.19,0,0,0,0
137.32,9,5814,US,0,0,2,55.47,2.48,0,0,0,0
79.94,9,5541,DE,0,2,4,126.67,0.63,1,0,0,0
59.41,11,5541,US,0,1,5,143.77,0.41,0,0,0,0
52.27,21,5311,US,0,1,2,81.6,0.64,0,0,0,0
89.65,10,5912,US,0,0,1,95.83,0.94,0,0,0,0
65.44,10,5411,US,0,0,3,80.4,0.81,0,0,0,0
26.25,6,5812,US,0,1,5,121.84,0.22,0,0,0,0
73.06,17,5732,US,0,3,5,92.31,0.79,0,0,1,0
24.39,10,5814,US,0,1,1,85.96,0.28,0,0,0,0
131.41,20,5912,US,1,2,7,94.51,1.39,0,0,0,0
167.81,12,5411,US,0,0,4,80.97,2.07,0,0,0,0
19.27,9,5912,US,0,0,5,56.93,0.34,0,0,0,0
65.67,23,5541,US,0,0,2,91.04,0.72,0,0,0,0
119.36,12,5912,US,1,2,3,133.3,0.9,0,0,0,0
56.83,17,5311,US,0,0,0,55.83,1.02,0,0,0,0
749.61,2,7995,GB,5,20,30,44.93,16.68,1,1,1,1
318.58,13,7995,US,4,20,17,78.28,4.07,0,0,1,1
49.83,10,5814,US,0,0,3,133.84,0.37,0,0,0,0
8514.46,4,6051,RU,2,6,10,84.88,100.31,1,1,1,1
41.43,14,5541,US,0,0,3,61.79,0.67,0,0,0,0
76.67,7,5732,US,1,1,2,114.33,0.67,0,0,1,0
51.47,16,4121,US,1,2,4,66.52,0.77,0,0,0,0
5.38,8,5311,US,0,0,4,110.36,0.05,0,0,0,0
133.73,16,5541,US,0,0,1,60.3,2.22,0,0,0,0
35.05,7,4121,US,0,0,3,84.33,0.42,0,0,0,0
54.15,11,5411,US,1,2,5,64.4,0.84,0,0,0,0
120.15,17,5812,US,0,0,3,89.39,1.34,0,0,0,0
80.32,14,5732,US,0,1,4,120.87,0.66,0,0,1,0
2.5,10,5411,FR,0,2,3,124.89,0.02,1,0,0,0
96.81,17,5311,US,0,2,5,123.13,0.79,0,0,0,0
73.09,12,4121,US,2,2,5,135.45,0.54,0,0,0,0
98.33,12,5411,US,0,1,3,87.3,1.13,0,0,0,0
3.07,9,5311,UA,12,26,24,99.84,0.03,1,0,0,1
244.43,9,5812,JP,0,2,6,67.68,3.61,1,0,0,0
58.83,10,5814,US,0,5,9,142.24,0.41,0,0,0,0
20.96,9,5814,US,0,2,4,64.52,0.32,0,0,0,0
29.39,7,5912,US,0,2,3,119.5,0.25,0,0,0,0
30.15,7,4121,US,0,1,4,64.58,0.47,0,0,0,0
49.87,12,5311,US,1,2,3,90.69,0.55,0,0,0,0
56.18,14,4121,US,0,0,2,86.66,0.65,0,0,0,0
14.12,5,5411,US,0,2,5,132.78,0.11,0,1,0,0
126.63,8,5814,US,0,0,2,92.11,1.37,0,0,0,0
234.36,10,5541,US,0,0,2,100.56,2.33,0,0,0,0
38.88,13,4121,US,0,1,3,148.29,0.26,0,0,0,0
66.71,13,4121,US,0,1,4,52.44,1.27,0,0,0,0
10.68,15,5311,US,0,0,1,91.58,0.12,0,0,0,0
65.64,15,5311,US,0,1,3,57.19,1.15,0,0,0,0
90.01,12,5732,US,0,1,2,130.93,0.69,0,0,1,0
40.66,13,5732,US,0,3,7,126.37,0.32,0,0,1,0
10.43,19,5732,US,0,1,4,72.91,0.14,0,0,1,0
84.73,11,5812,US,0,1,4,106.65,0.79,0,0,0,0
393.12,17,5912,US,1,3,5,65.93,5.96,0,0,0,0
100.28,14,4121,US,0,1,4,91.69,1.09,0,0,0,0
44.05,19,5311,US,0,1,4,115.95,0.38,0,0,0,0
57.57,22,5812,US,1,2,4,56.33,1.02,0,0,0,0
23.08,15,5812,US,0,0,3,133.79,0.17,0,0,0,0
29.76,18,5411,US,0,2,4,135.57,0.22,0,0,0,0
9.7,14,5814,US,0,1,7,91.6,0.11,0,0,0,0
112.58,11,5541,US,0,1,4,76.85,1.46,0,0,0,0
43.52,14,5411,US,0,2,4,116.94,0.37,0,0,0,0
10.4,17,5311,US,0,1,2,94.68,0.11,0,0,0,0
8.46,12,5411,US,0,0,3,78.54,0.11,0,0,0,0
113.61,12,5812,US,0,0,0,119.55,0.95,0,0,0,0
6.29,12,5912,US,1,2,3,113.66,0.06,0,0,0,0
17.91,12,5812,US,0,1,2,114.91,0.16,0,0,0,0
193.68,16,5812,US,0,0,3,112.09,1.73,0,0,0,0
60.55,16,5812,DE,0,0,4,104.4,0.58,1,0,0,0
41.28,14,5814,US,0,0,3,83.25,0.5,0,0,0,0
123.27,10,4121,US,0,1,4,106.46,1.16,0,0,0,0
81.93,16,5411,US,0,1,2,61.63,1.33,0,0,0,0
13.48,11,5814,US,0,0,1,88.59,0.15,0,0,0,0
24.65,9,5541,US,0,0,1,103.03,0.24,0,0,0,0
193.29,14,5812,US,0,1,2,62.85,3.08,0,0,0,0
29.72,12,5732,US,0,2,8,92.39,0.32,0,0,1,0
702.56,16,6051,US,7,11,21,82.73,8.49,0,0,1,1
119.67,12,5541,US,0,1,5,116.73,1.03,0,0,0,0
62.22,14,5814,US,0,1,3,75.78,0.82,0,0,0,0
46.33,10,5732,US,0,0,3,104.41,0.44,0,0,1,0
63.59,15,5411,US,0,1,3,81.23,0.78,0,0,0,0
7.35,11,5912,US,0,0,4,74.72,0.1,0,0,0,0
70.83,16,4121,US,0,1,3,107.06,0.66,0,0,0,0
33.04,16,5732,US,0,0,3,69.65,0.47,0,0,1,0
55.26,15,5814,US,0,1,1,54.99,1.0,0,0,0,0
26.76,11,5812,DE,0,1,3,62.05,0.43,1,0,0,0
100.57,11,5732,US,0,0,0,139.62,0.72,0,0,1,0
15.09,11,5912,US,0,0,1,142.13,0.11,0,0,0,0
71.41,19,5732,CA,0,1,4,115.99,0.62,1,0,1,0
15.52,8,5311,US,0,0,2,72.47,0.21,0,0,0,0
26.02,16,5541,GB,0,1,3,128.92,0.2,1,0,0,0
55.86,14,5411,US,0,0,4,107.7,0.52,0,0,0,0
99.78,15,5814,US,0,0,5,97.91,1.02,0,0,0,0
49.12,10,5732,US,0,0,1,84.9,0.58,0,0,1,0
42.33,8,5411,US,1,1,3,78.0,0.54,0,0,0,0
16.05,16,5411,US,0,1,3,79.51,0.2,0,0,0,0
33.77,17,5311,US,0,0,2,99.99,0.34,0,0,0,0
26.3,18,5541,US,0,1,6,109.38,0.24,0,0,0,0
72.05,11,5814,US,0,1,3,63.77,1.13,0,0,0,0
52.86,12,5814,US,0,0,2,65.93,0.8,0,0,0,0
124.64,9,5732,CA,0,0,1,123.79,1.01,1,0,1,0
15.92,16,5912,US,1,2,3,76.98,0.21,0,0,0,0
105.95,11,5311,US,0,0,2,89.73,1.18,0,0,0,0
14.25,16,5812,US,0,0,2,143.77,0.1,0,0,0,0
64.38,13,5411,US,0,0,3,81.45,0.79,0,0,0,0
50.63,15,5812,US,0,1,2,67.01,0.76,0,0,0,0
11.54,15,5311,US,0,3,4,134.75,0.09,0,0,0,0
40.07,12,5732,US,0,1,4,138.78,0.29,0,0,1,0
23.64,12,5814,US,0,0,2,145.48,0.16,0,0,0,0
18.27,9,5814,US,0,1,3,93.14,0.2,0,0,0,0
20.47,11,5812,US,1,1,3,86.99,0.24,0,0,0,0
33.45,11,5812,US,1,4,5,102.98,0.32,0,0,0,0
65.29,8,5912,US,0,1,5,93.55,0.7,0,0,0,0
42.43,14,5411,US,0,1,5,113.52,0.37,0,0,0,0
40.68,11,5732,US,0,0,2,119.43,0.34,0,0,1,0
21.83,14,5732,US,0,1,6,67.72,0.32,0,0,1,0
16.63,14,5812,US,0,1,2,111.14,0.15,0,0,0,0
20.92,15,5814,US,1,2,6,95.22,0.22,0,0,0,0
46.49,18,5411,US,0,0,4,72.49,0.64,0,0,0,0
54.79,14,5912,US,0,0,2,65.78,0.83,0,0,0,0
214.04,14,5541,US,0,1,2,148.14,1.44,0,0,0,0
10.63,18,5812,US,0,1,3,138.34,0.08,0,0,0,0
146.27,14,5814,US,0,0,3,79.41,1.84,0,0,0,0
7.11,15,4121,US,0,0,4,114.68,0.06,0,0,0,0
66.52,14,5812,US,0,0,2,139.22,0.48,0,0,0,0
31.14,11,5411,US,0,0,2,60.66,0.51,0,0,0,0
102.16,8,5541,US,0,2,5,96.99,1.05,0,0,0,0
7.59,14,4121,US,1,2,2,124.18,0.06,0,0,0,0
17.91,16,4121,US,0,0,3,70.47,0.25,0,0,0,0
28.63,11,4121,US,2,2,3,66.3,0.43,0,0,0,0
